des,orbit_id,jd,cd,dist,dist_min,dist_max,v_rel,v_inf,t_sigma_f,h,estimated_diameter_min_km,estimated_diameter_max_km,miss_distance_km,is_potentially_hazardous
2009 SR171,8,2455108.483296248,2009-Oct-03 23:36,0.0486397468908481,0.0481343785855118,0.049145106408771,10.8053950780707,10.8003242099376,00:04,26.0,0.0167708462,0.0375007522,58550469.776180446,False
2009 TD17,7,2455109.99423087,2009-Oct-05 11:52,0.0017322779767584,0.0017239157353957,0.0017406415733738,6.83824123714817,6.60948341123282,00:30,27.7,0.0076657557,0.0171411509,43429476.57522184,False
2009 ST171,7,2455110.148360024,2009-Oct-05 15:34,0.0407139519150656,0.0401455304995296,0.04128235636242,8.70792829634026,8.70040961316081,00:18,26.8,0.0116025908,0.0259441818,6090720.483522453,False
2009 UQ,14,2455111.701717402,2009-Oct-07 04:50,0.0284645382924096,0.0284246183931654,0.0285044581692881,15.8971396050359,15.8912502236618,00:03,21.7,0.1214940408,0.2716689341,51977803.94195814,True
2009 ST104,8,2455112.083726713,2009-Oct-07 14:01,0.042555304743261,0.0412692120734384,0.0438413451005522,13.5508556000615,13.5462342805537,00:03,25.3,0.0231502122,0.0517654482,6366182.940320989,False
2016 QE45,29,2455112.90874102,2009-Oct-08 09:49,0.0096428036016529,0.0096423451071102,0.0096432621157484,15.7667033314282,15.7491681723573,< 00:01,21.79,0.1165614595,0.2606393469,48200014.75020528,True
68216,478,2455113.157976662,2009-Oct-08 15:47,0.0251786105592545,0.0251786071382951,0.0251786139802153,12.3140602868335,12.3054636032525,< 00:01,16.62,,,,
2009 TU,14,2455113.492976776,2009-Oct-08 23:50,0.002038129649849,0.0020355903982996,0.0020406688305957,15.2572310893081,15.1713041190498,< 00:01,27.3,0.0092162655,0.0206081961,70472884.88863967,False
2009 TQ,11,2455116.407614771,2009-Oct-11 21:47,0.0189963384989065,0.0189573119056159,0.0190353644420524,8.32224053976764,8.30536946994111,< 00:01,25.9,0.0175612318,0.0392681082,72651835.41549027,False
2009 UO1,9,2455116.437958204,2009-Oct-11 22:31,0.0344045113770603,0.0340260173307333,0.0347829963706357,11.8314200192118,11.824872447293,< 00:01,24.49,0.0336166921,0.0751692087,5146841.623830718,False
2018 TR4,7,2455116.638613984,2009-Oct-12 03:20,0.0211242719148794,0.0195688270570891,0.0230713025174955,10.9014689462727,10.8898924739018,02:23,25.05,0.0259749653,0.0580817882,69511880.1096697,False
2009 TS,12,2455116.700511045,2009-Oct-12 04:49,0.0256799056759411,0.0256046120294057,0.0257551981737332,8.94700958760186,8.93540518562438,< 00:01,25.5,0.0211132445,0.0472106499,40418541.95238278,False
2009 TJ,11,2455117.64149341,2009-Oct-13 03:24,0.0276665221100316,0.0275300754258965,0.0278029671419587,12.5336001003613,12.5259138391249,< 00:01,22.7,0.0766575574,0.1714115092,4138852.776467927,False
2009 UY17,12,2455119.610261477,2009-Oct-15 02:39,0.0144975712116826,0.0144194642791026,0.0145756774686427,21.1443484959035,21.1356546469421,< 00:01,20.92,0.1740022951,0.38908096,2699284.157051574,True
2009 UC,9,2455119.693188138,2009-Oct-15 04:38,0.0240051925575819,0.0238411912041867,0.024169190985573,13.0846580323363,13.07617237221,< 00:01,26.6,0.0127219879,0.0284472297,17805977.611772403,False
2009 TT,14,2455119.853571301,2009-Oct-15 08:29,0.0306206490296504,0.030540103432112,0.0307011939478604,10.423308962416,10.4149574260757,< 00:01,25.1,0.0253837029,0.0567596853,4580783.86841763,False
2009 UK1,7,2455121.239311003,2009-Oct-16 17:45,0.0133874537531482,0.01333296935308,0.0134419362488096,9.65911168759134,9.63848444597001,< 00:01,26.2,0.0152951935,0.0342010925,296083679.05709475,False
2009 TM8,10,2455121.65105805,2009-Oct-17 03:38,0.0023170482373907,0.0023154937433919,0.0023186026570426,8.14388338094429,8.0014339588544,< 00:01,28.4,0.0055533491,0.0124176661,23628549.17916488,False
2009 TF8,8,2455121.765449587,2009-Oct-17 06:22,0.019539088384625,0.0194303008745641,0.0196478690692898,6.97468356975181,6.95510443262252,< 00:01,26.5,0.0133215567,0.0297879063,2923006.006381708,False
2024 GL1,7,2455123.574183912,2009-Oct-19 01:47,0.0083538026221866,0.0083262969028426,0.019524220798531,4.5083481657859,4.43703674155498,1_23:23,25.48,0.0213086029,0.0476474846,1249711.075360462,False
2009 UJ5,12,2455123.596210703,2009-Oct-19 02:19,0.0165422616841599,0.0164980149019613,0.0165865076006324,9.30997188127155,9.29265485986983,< 00:01,25.3,0.0231502122,0.0517654482,74117142.84211309,False
2009 TJ4,11,2455123.720826592,2009-Oct-19 05:18,0.0270693044268236,0.0269456219900867,0.0271929800324771,5.71540161413661,5.69815339266485,00:02,26.1,0.0160160338,0.0358129403,7770319.693182304,False
2009 TH8,10,2455123.937713637,2009-Oct-19 10:30,0.011558191345603,0.0115324100950913,0.0115839722857313,13.100442812834,13.0828340649948,< 00:01,24.9,0.0278326768,0.0622357573,1729080.799532531,False
2009 UE,10,2455124.218849999,2009-Oct-19 17:15,0.0058319446331005,0.0058244815214785,0.0058394074112992,7.38483607330887,7.32270786839235,< 00:01,25.37,0.0224158379,0.0501233372,629015.390691534,False
2009 UD,14,2455124.938779711,2009-Oct-20 10:32,0.0051810493295452,0.0051790196423489,0.0051830789076767,3.96266468158012,3.83068704461744,< 00:01,27.2,0.0096506147,0.0215794305,33608178.86573451,False
2009 UC19,15,2455125.221690845,2009-Oct-20 17:19,0.0205258213564458,0.0205240592281168,0.0205275834901943,10.7221173623425,10.7100036667883,< 00:01,25.2,0.0242412481,0.0542050786,13241736.455336818,False
2009 BD,46,2455125.249432134,2009-Oct-20 17:59,0.04438021788454,0.0443801575465143,0.0443802782225633,1.21179875172909,1.1611981416847,< 00:01,28.1,0.0063760979,0.0142573883,72350545.08091345,False
2009 TO8,13,2455125.747889672,2009-Oct-21 05:57,0.0183109497522794,0.0182222547512798,0.0183996423128712,10.1465893883274,10.132238174367,< 00:01,26.1,0.0160160338,0.0358129403,56583568.56029559,False
2020 TQ6,3,2455125.925078367,2009-Oct-21 10:12,0.0443326943884613,0.0441963914041896,0.100794666248516,14.8375152215281,14.8334639966955,1_14:16,24.6,0.0319561887,0.0714562102,28658451.359759346,False
2009 TD8,7,2455126.396728056,2009-Oct-21 21:31,0.0401815946510914,0.0398200873221467,0.0405430805961826,5.70161740181295,5.68997531764038,00:46,26.9,0.0110803882,0.0247765013,7830682.583325174,False
2009 UJ,10,2455126.914721894,2009-Oct-22 09:57,0.0174366412806057,0.0173081686602872,0.017565110801941,13.6826857532609,13.6715131206167,< 00:01,26.1,0.0160160338,0.0358129403,2608484.398434031,False
2009 UZ87,10,2455127.976486203,2009-Oct-23 11:26,0.0213743704245731,0.0213033238046401,0.0214454131429386,5.47170191647447,5.4488720402681,< 00:01,25.9,0.0175612318,0.0392681082,12754599.235759674,False
2009 UO3,15,2455128.030251257,2009-Oct-23 12:44,0.0420830800275795,0.0418559801828574,0.042310175932224,8.83426825359748,8.82709839603588,< 00:01,23.0,0.0667659413,0.1492931834,6295539.1310396,False
2009 UU1,12,2455128.764879698,2009-Oct-24 06:21,0.0090872567629257,0.0090679097517854,0.0091066033468316,10.67308863305,10.6455812390087,< 00:01,24.7,0.0305179233,0.0682401509,260142.378288428,False
2011 JD1,16,2455130.193697106,2009-Oct-25 16:39,0.0481220128741383,0.0360309530130528,0.0737474035374654,14.8618227930811,14.8580967236902,1_15:28,21.73,0.1198270801,0.2679414966,13853847.585914092,True
2009 UZ19,11,2455130.407369669,2009-Oct-25 21:47,0.0184298734440916,0.0182835704859395,0.0185761561897515,5.71026036257736,5.68488571011219,< 00:01,26.2,0.0152951935,0.0342010925,64587119.75516797,False
2022 UA13,5,2455131.033296717,2009-Oct-26 12:48,0.0007351314214592,0.0003434034708068,0.0078915478539873,15.8120850113364,15.5811759712034,02:37,26.37,0.0141434375,0.0316256878,109974.091610118,False
2009 WF54,7,2455131.776583085,2009-Oct-27 06:38,0.0372691910698777,0.0334754079519667,0.0410680392371868,5.68821811604674,5.67563562150499,2_07:19,25.8,0.0183888672,0.0411187571,5575391.605182957,False
2009 VL24,9,2455131.891359652,2009-Oct-27 09:24,0.0159196500366657,0.015404688855831,0.0164345616916191,14.573790676269,14.5623018006094,00:34,24.4,0.0350392641,0.0783501764,2381545.7311455,False
2009 UY19,27,2455132.526304828,2009-Oct-28 00:38,0.0270219126289361,0.027021486728499,0.0270223385292734,4.76869185726085,4.74796938070662,< 00:01,23.43,0.0547715431,0.1224728936,50584871.411329195,False
